icao_code,iata_code,name,city,country,lat_decimal,lon_decimal,altitude
FKKV,BPC,BAMENDA,BAMENDA,CAMEROON,6.039,10.123,1240
FKKY,YAO,YAOUNDE,YAOUNDE,CAMEROON,3.835,11.524,752
FLKE,N/A,KASOMPE,KASOMPE,ZAMBIA,-12.573,27.894,1414
FLKL,N/A,KALABO,KALABO,ZAMBIA,-14.997,22.648,1052
FLLI,LVI,LIVINGSTONE,LIVINGSTONE,ZAMBIA,-17.822,25.822,991
FLLS,LUN,LUSAKA INTERNATIONAL,LUSAKA,ZAMBIA,-15.331,28.453,1152
FLMA,N/A,MANSA,MANSA,ZAMBIA,-11.138,28.875,125
FLMF,MFU,MFUWE,MFUWE,ZAMBIA,-13.259,31.936,574
FLMG,N/A,MONGU,MONGU,ZAMBIA,-15.254,23.162,1057
FLML,N/A,MUFULIRA,MUFULIRA,ZAMBIA,-12.565,28.299,1326
FLND,NLA,NDOLA,NDOLA,ZAMBIA,-12.998,28.665,1271
FLSO,KIW,SOUTHDOWNS,SOUTHDOWNS,ZAMBIA,-12.9,28.15,1264
FLZB,N/A,ZAMBEZI,ZAMBEZI,ZAMBIA,-13.539,23.11,1079
FMCH,HAH,MORONI HAHAIA,MORONI,COMOROS ISLANDS,-11.534,43.272,28
FMCI,NWA,MOHELI BANDAR ES SALAM,MOHELI,COMOROS ISLANDS,-12.298,43.766,15
FMCN,YVA,MORONI ICONI,MORONI,COMOROS ISLANDS,-11.711,43.244,11
FMCV,AJN,ANJOUAN OUANI,ANJOUAN,COMOROS ISLANDS,-12.132,44.43,19
FMCZ,DZA,DZAOUDZI PAMANZI,DZAOUDZI,MAYOTTE ISLAND,-12.805,45.281,8
FMEE,RUN,ST DENIS GILLOT,ST.-DENIS,REUNION ISLAND,-20.887,55.51,21
FMEP,ZSE,ST PIERRE PIERREFONDS,ST.-PIERRE,REUNION ISLAND,-21.321,55.425,16
FMMI,TNR,ANTANANARIVO IVATO,ANTANANARIVO,MADAGASCAR,-18.797,47.479,1280
FMMN,ZVA,MIANDRIVAZO,MIANDRIVAZO,MADAGASCAR,-19.563,45.451,62
FMMS,SMS,SAINTE MARIE,SAINTE MARIE,MADAGASCAR,-17.094,49.816,3
FMMT,TMM,TOAMASINA,TOAMASINA,MADAGASCAR,-18.109,49.392,7
FMMV,MOQ,MORONDAVA,MORONDAVA,MADAGASCAR,-20.285,44.318,10
FMNA,DIE,ANTSIRANANA ARRACHART,ANTSIRANANA,MADAGASCAR,-12.349,49.292,114
FMNC,WMR,MANANARA AVARATRA,MANANARA,MADAGASCAR,-16.164,49.774,3
FMND,ZWA,ANDAPA,ANDAPA,MADAGASCAR,-14.652,49.621,474
FMNE,AMB,AMBILOBE MAHAVAVY,AMBILOBE,MADAGASCAR,-13.188,48.988,22
FMNH,ANM,ANTALAHA ANTSIRABATO,ANTALAHA,MADAGASCAR,-14.999,50.32,7
FMNL,HVA,ANALALAVA,ANALALAVA,MADAGASCAR,-14.629,47.764,106
FMNM,MJN,MAHAJANGA PHILIBERT TSIRANANA,MAHAJANGA,MADAGASCAR,-15.667,46.352,27
FMNN,NOS,NOSY BE FASCENE,NOSY-BE,MADAGASCAR,-13.312,48.314,12
FMNQ,BPY,BESALAMPY,BESALAMPY,MADAGASCAR,-16.742,44.481,39
FMNR,WMN,MAROANTSETRA,MAROANTSETRA,MADAGASCAR,-15.437,49.688,4
FMNS,SVB,SAMBAVA SUD,SAMBAVA,MADAGASCAR,-14.279,50.175,7
FMNV,VOH,VOHIMARINA,VOHEMAR,MADAGASCAR,-13.376,50.003,6
FMNW,WAI,ANTSOHIHY AMBALABE,ANTSOHIHY,MADAGASCAR,-14.899,47.994,29
FMNZ,N/A,AMPAMPAMENA,AMPAMPAMENA,MADAGASCAR,-13.485,48.633,15
FMSD,FTU,TOLAGNARO,TOLAGNARO,MADAGASCAR,-25.038,46.956,9
FMSF,WFI,FIANARANTSOA,FIANARANTSOA,MADAGASCAR,-21.441,47.112,1115
FMSG,RVA,FARAFANGANA,FARAFANGANA,MADAGASCAR,-22.805,47.821,8
FMSK,WVK,MANAKARA SUD,MANAKARA,MADAGASCAR,-22.12,48.022,11
FMSM,MNJ,MANANJARY,MANANJARY,MADAGASCAR,-21.202,48.358,7
FMSR,MXM,MOROMBE,MOROMBE,MADAGASCAR,-21.754,43.375,5
FMST,TLE,TOLIARA,TOLIARA,MADAGASCAR,-23.383,43.728,9
FNBC,SSY,MBANZA CONGO,M'BANZA-CONGO,ANGOLA,-6.27,14.247,567
FNBG,BUG,BENGUELA,BENGUELA,ANGOLA,-12.609,13.404,36
FNCA,CAB,CABINDA,CABINDA,ANGOLA,-5.597,12.188,21
FNCH,PGI,CHITATO,CHITATO,ANGOLA,-7.357,20.804,762
FNCX,N/A,CAMAXILO,CAMAXILO,ANGOLA,-8.374,18.924,1207
FNCZ,CAV,CAZOMBO,CAZOMBO,ANGOLA,-11.894,22.916,1128
FNGI,NGV,NGIVA,N'GIVA,ANGOLA,-17.045,15.687,1087
FNHU,NOV,HUAMBO,HUAMBO,ANGOLA,-12.809,15.76,1703
FNKU,SVP,KUITO,KUITO,ANGOLA,-12.404,16.947,1713
FNLB,N/A,LOBITO,LOBITO,ANGOLA,-12.371,13.536,4
FNLU,LAD,LUANDA 4 DE FEVEREIRO,LUANDA,ANGOLA,-8.858,13.231,75
FNMA,MEG,MALANJE,MALANJE,ANGOLA,-9.525,16.312,1179
FNME,SPP,MENONGUE,MENONGUE,ANGOLA,-14.658,17.72,1363
FNMO,N/A,NAMIBE,MOCAMEDES,ANGOLA,-15.261,12.147,65
FNNG,GXG,NEGAGE,NEGAGE,ANGOLA,-7.754,15.287,1252
FNPA,PBN,PORTO AMBOIM,PORTO AMBOIM,ANGOLA,-10.722,13.765,5
FNSA,VHC,SAURIMO,SAURIMO,ANGOLA,-9.689,20.432,1093
FNSO,SZA,SOYO,SOYO,ANGOLA,-6.141,12.372,5
FNTO,N/A,TOTO,TOTO,ANGOLA,-7.147,14.248,542
FNUE,LUO,LUENA,LUENA,ANGOLA,-11.768,19.898,1329
FNUG,UGO,UIGE,UIGE,ANGOLA,-7.603,15.028,830
FNXA,XGN,XANGONGO,XANGONGO,ANGOLA,-16.755,14.965,1108
FOGO,OYE,OYEM,OYEM,GABON,1.541,11.581,658
FOGQ,OKN,OKONDJA,OKONDJA,GABON,-0.665,13.673,404
FOGR,LBQ,LAMBARENE,LAMBARENE,GABON,-0.704,10.246,25
FOOB,BMM,BITAM,BITAM,GABON,2.076,11.493,601
FOOD,MFF,MOANDA,MOANDA,GABON,-1.537,13.269,573
FOOG,POG,PORT GENTIL,PORT GENTIL,GABON,-0.712,8.754,4
FOOH,OMB,OMBOUE HOPITAL,OMBOUE HOSPIAL,GABON,-1.575,9.263,11
FOOK,MKU,MAKOKOU,MAKOKOU,GABON,0.579,12.891,527
FOOL,LBV,LIBREVILLE LEON M BA,LIBREVILLE,GABON,0.458,9.412,12
FOOM,MZC,MITZIC,MITZIC,GABON,0.776,11.553,584
FOON,MVB,FRANCEVILLE MVENGUE,FRANCEVILLE,GABON,-1.656,13.438,442
FOOR,LTL,LASTOURVILLE,LASTOURVILLE,GABON,-0.826,12.747,484
FOOT,TCH,TCHIBANGA,TCHIBANGA,GABON,-2.889,10.919,82
FPPR,PCP,PRINCIPE,PRINCIPE,SAO TOME & PRINCIPE,1.663,7.412,181
FPST,TMS,SAO TOME INTERNATIONAL,SAO TOME,SAO TOME & PRINCIPE,0.378,6.712,11
FQBR,BEW,BEIRA,BEIRA,MOZAMBIQUE,-19.796,34.907,11
FQCB,FXO,CUAMBA,CUAMBA,MOZAMBIQUE,-14.82,36.532,586
FQCH,N/A,CHIMOIO,CHIMOIO,MOZAMBIQUE,-19.151,33.429,698
FQES,N/A,ESTIMA,ESTIMA,MOZAMBIQUE,-15.734,32.757,331
FQIN,INH,INHAMBANE,INHAMBANE,MOZAMBIQUE,-23.876,35.408,10
FQLC,VXC,LICHINGA,LICHINGA,MOZAMBIQUE,-13.274,35.266,1374
FQLU,N/A,LUMBO,LUMBO,MOZAMBIQUE,-15.033,40.672,11
FQMA,MPM,MAPUTO,MAPUTO,MOZAMBIQUE,-25.921,32.573,45
FQMD,N/A,MUEDA,MUEDA,MOZAMBIQUE,-11.673,39.563,851
FQMP,MZB,MOCIMBOA DA PRAIA,MOCIMBOA DA PRAIA,MOZAMBIQUE,-11.362,40.355,28
FQMR,N/A,MARRUPA,MARRUPA,MOZAMBIQUE,-13.225,37.552,756
FQNC,MNC,NACALA,NACALA,MOZAMBIQUE,-14.488,40.712,125
FQNP,APL,NAMPULA,NAMPULA,MOZAMBIQUE,-15.106,39.282,441
FQPB,POL,PEMBA,PEMBA,MOZAMBIQUE,-12.987,40.522,101
FQQL,UEL,QUELIMANE,QUELIMANE,MOZAMBIQUE,-17.856,36.869,11
FQSG,N/A,SONGO,SONGO,MOZAMBIQUE,-15.602,32.773,886
FQTT,TET,TETE CHINGOZI,TETE,MOZAMBIQUE,-16.105,33.64,161
FQUG,N/A,ULONGWE,ULONGWE,MOZAMBIQUE,-14.704,34.352,1300
FQVL,VNX,VILANKULO,VILANKULU,MOZAMBIQUE,-22.018,35.313,15
FSAL,N/A,ALPHONSE,ALPHONSE,SEYCHELLES,-7.005,52.726,4
FSDR,DES,DESROCHES,DESROCHES,SEYCHELLES,-5.696,53.654,4
FSFA,N/A,FARQUHAR,FARQUHAR,SEYCHELLES,-10.109,51.176,4
FSIA,SEZ,SEYCHELLES INTERNATIONAL,MAHE,SEYCHELLES,-4.674,55.522,4
FSPP,PRI,PRASLIN,PRASLIN,SEYCHELLES,-4.319,55.691,4
FSSC,N/A,COETIVY,COETIVY,SEYCHELLES,-7.164,56.264,4
FTTA,SRH,SARH,SARH,CHAD,9.151,18.379,366
FTTC,AEH,ABECHE,ABECHE,CHAD,13.847,20.844,545
FTTD,MQQ,MOUNDOU,MOUNDOU,CHAD,8.62,16.068,428
FTTJ,NDJ,NDJAMENA,N'DJAMENA,CHAD,12.134,15.034,296
FTTP,PLF,PALA,PALA,CHAD,9.379,14.926,467
FTTY,FYT,FAYA LARGEAU,FAYA-LARGEAU,CHAD,17.917,19.111,236
FVBU,BUQ,JOSHUA MQABUKO NKOMO INTERNATIONAL,BULAWAYO,ZIMBABWE,-20.017,28.618,1329
FVCP,N/A,HARARE CHARLES PRINCE,HARARE,ZIMBABWE,-17.751,30.924,1477
FVCZ,BFO,CHIREDZI BUFFALO RANGE,CHIREDZI,ZIMBABWE,-21.008,31.578,434
FVFA,VFA,VICTORIA FALLS INTERNATIONAL,VICTORIA FALLS,ZIMBABWE,-18.096,25.839,1064
FVGR,UTA,MUTARE GRAND REEF,MUTARE,ZIMBABWE,-18.977,32.451,1020
FVHA,HRE,HARARE INTERNATIONAL,HARARE,ZIMBABWE,-17.932,31.093,1490
FVKB,KAB,KARIBA INTERNATIONAL,KARIBA,ZIMBABWE,-16.52,28.885,520
FVMT,N/A,MUTOKO,MUTOKO,ZIMBABWE,-17.432,32.184,1204
FVMU,N/A,MUTARE,MUTARE,ZIMBABWE,-18.998,32.627,1040
FVMV,MVZ,MASVINGO,MASVINGO,ZIMBABWE,-20.055,30.859,1096
FVSH,N/A,ZVISHAVANE,ZVISHAVANE,ZIMBABWE,-20.289,30.088,919
FVTL,GWE,GWERU THORNHILL,GWERT,ZIMBABWE,-19.437,29.862,1427
FVWN,WKM,HWANGE NATIONAL PARK,HWANGE NATIONAL PARK,ZIMBABWE,-18.63,27.021,1080
FVZC,N/A,ZISCO,ZISCO,ZIMBABWE,-19.029,29.722,1212
FWCL,BLZ,CHILEKA INTERNATIONAL,BLANTYRE,MALAWI,-15.679,34.974,779
FWKA,KGJ,KARONGA,KARONGA,MALAWI,-9.953,33.893,538
FWKG,N/A,KASUNGU,KASUNGU,MALAWI,-13.014,33.468,1058
FWMG,N/A,MARIANNA MUNI,MANGOCHI,MALAWI,30.838,-85.182,34
FWUU,ZZU,MZUZU,MZUZU,MALAWI,-11.445,34.012,1255
FXMM,MSU,MOSHOESHOE I INTERNATIONAL,MASERU,LESOTHO,-29.462,27.553,1631
FXMU,N/A,MEJAMETALANA,MASERU,LESOTHO,-29.304,27.503,1557
FZAA,FIH,KINSHASA NDJILI INTERNATIONAL,KINSHASA,ZAIRE,-4.386,15.444,314
FZAB,NLO,KINSHASA NDOLO,KINSHASA,ZAIRE,-4.325,15.328,279
FZAG,MNB,MUANDA,MUANDA,ZAIRE,-5.931,12.352,28
FZAI,N/A,KITONA BASE,KITONA BASE,ZAIRE,-5.918,12.447,121
FZAM,MAT,MATADI TSHIMPI,MATADI,ZAIRE,-5.799,13.441,340
FZBO,FDU,BANDUNDU,BANDOUNDU,ZAIRE,-3.311,17.382,325
FZCA,KKW,KIKWIT,KIKWIT,ZAIRE,-5.036,18.786,480
FZEA,MDK,MBANDAKA,MBANDAKA,ZAIRE,0.022,18.289,317
FZFD,BDT,GBADOLITE,GBADOLITE,ZAIRE,4.253,20.975,460
FZFK,GMA,GEMENA,GEMENA,ZAIRE,3.235,19.771,421
FZFP,N/A,KOTAKOLI,KOTAKOLI,ZAIRE,4.158,21.651,549
FZGA,LIQ,LISALA,LISALA,ZAIRE,2.171,21.497,460
FZIA,FKI,KISANGANI SIMISINI,KISANGANI,ZAIRE,0.518,25.155,393
FZJH,IRP,ISIRO MATARI,ISIRO,ZAIRE,2.827,27.588,744
FZKA,BUX,BUNIA,BUNIA,ZAIRE,1.566,30.221,1233
FZKJ,N/A,BUTA ZEGA,BUTA ZEGA,ZAIRE,2.818,24.794,421
FZMA,BKY,BUKAVU KAVUMU,BUKAVU/KAVUMU,ZAIRE,-2.309,28.809,1720
FZNA,GOM,GOMA,GOMA,ZAIRE,-1.671,29.238,1552
FZOA,KND,KINDU,KINDU,ZAIRE,-2.919,25.915,497
FZQA,FBM,LUBUMBASHI INTERNATIONAL,LUBUMASHI,ZAIRE,-11.591,27.531,1310
FZQM,KWZ,KOLWEZI,KOLWEZI,ZAIRE,-10.766,25.506,1527
FZRF,FMI,KALEMIE,KALEMIE,ZAIRE,-5.876,29.25,784
FZSA,KMN,KAMINA BASE,KAMINA BASE,ZAIRE,-8.642,25.253,1080
FZTL,N/A,LUENA,LUENA,ZAIRE,-9.469,25.759,716
FZUA,KGA,KANANGA,KANANGA,ZAIRE,-5.9,22.469,652
FZWA,MJM,MBUJI MAYI,MBUJI-MAYI,ZAIRE,-6.121,23.569,677
GABS,BKO,BAMAKO SENOU,BAMAKO,MALI,12.533,-7.95,381
GAGO,GAQ,GAO,GAO,MALI,16.248,-0.005,265
GAKY,KYS,KAYES,KAYES,MALI,14.431,-11.439,50
GAMB,MZI,MOPTI AMBODEDJO,MOPTI,MALI,14.513,-4.079,277
GANR,NIX,NIORO,NIORO,MALI,15.239,-9.576,238
GATB,TOM,TOMBOUCTOU,TOMBOUCTOU,MALI,16.73,-3.007,264
GATS,N/A,TESSALIT,TESSALIT,MALI,20.246,0.981,495
GBYD,BJL,BANJUL INTERNATIONAL,BANJUL,GAMBIA,13.338,-16.652,29
GCFV,FUE,FUERTEVENTURA,FUERTEVENTURA,CANARY ISLANDS,28.453,-13.864,22
GCHI,VDE,HIERRO,HIERRO,CANARY ISLANDS,27.815,-17.887,32
GCLA,SPC,LA PALMA,SANTA CRUZ DE LA PALMA,SPAIN,28.626,-17.756,33
GCLP,LPA,GRAN CANARIA,GRAN CANARIA,CANARY ISLANDS,27.932,-15.386,24
GCRR,ACE,LANZAROTE,LANZEROTE,CANARY ISLANDS,28.945,-13.605,15
GCTS,TFS,TENERIFE SUR,TENERIFE,CANARY ISLANDS,28.044,-16.572,64
GCXO,TFN,TENERIFE NORTE,TENERIFE,CANARY ISLANDS,28.482,-16.341,632
GEML,MLN,MELILLA,MELILLA,SPANISH NORTH AFRICA,35.28,-2.956,48
GFHA,HGS,HASTINGS,HASTINGS,SIERRA LEONE,8.394,-13.128,19
GFLL,FNA,FREETOWN LUNGI,FREETOWN,SIERRA LEONE,8.616,-13.195,26
GGCF,N/A,CUFAR,CUFAR,GUINEA BISSAU,11.288,-15.181,20
GGOV,BXO,BISSAU OSWALDO VIEIRA INTERNATIONAL,BISSAU,GUINEA BISSAU,11.895,-15.654,40
GLMR,MLW,MONROVIA SPRIGGS PAYNE,MONROVIA,LIBERIA,6.289,-10.759,8
GLRB,ROB,MONROVIA ROBERTS INTERNATIONAL,MONROVIA,LIBERIA,6.234,-10.362,10
GMAA,AGA,INEZGANE,AGADIR,MOROCCO,30.381,-9.546,28
GMAT,TTA,PLAGE BLANCHE,TAN TAN,MOROCCO,28.448,-11.161,200
GMFF,FEZ,SAISS,FEZ,MOROCCO,33.927,-4.978,580
GMFI,N/A,IFRANE,IFRANE,MOROCCO,33.505,-5.153,1664
GMFK,ERH,MOULAY ALI CHERIF,ER-RACHIDIA,MOROCCO,31.949,-4.401,1045
GMFM,MEK,BASSATINE,MEKNES,MOROCCO,33.879,-5.515,577
GMFN,N/A,TAOUIMA,NADOR,MOROCCO,35.153,-2.92,4
GMFO,OUD,ANGADS,OUJDA,MOROCCO,34.787,-1.924,468
GMMC,CAS,ANFA,CASABLANCA,MOROCCO,33.553,-7.661,62
GMME,RBA,SALE,RABAT,MOROCCO,34.051,-6.751,85
GMMF,SII,SIDI IFNI,SIDI IFINI,MOROCCO,29.369,-10.18,58
GMMI,N/A,ESSAOUIRA,ESSADOUIRA,MOROCCO,31.404,-9.685,118
GMMN,CMN,MOHAMMED V,CASABLANCA,MOROCCO,33.368,-7.588,200
GMMX,RAK,MENARA,MARRAKECH,MOROCCO,31.607,-8.036,468
GMMY,NNA,KENITRA,KENTIRA,MOROCCO,34.299,-6.596,5
GMMZ,OZZ,OUARZAZATE,OUARZAZATE,MOROCCO,30.939,-6.909,1154
GMTA,AHU,CHERIF EL IDRISSI,AL HOCIEMA,MOROCCO,35.177,-3.839,28
GMTN,TTU,SANIAT RMEL,TETOUAN,MOROCCO,35.594,-5.32,4
GMTT,TNG,IBN BATOUTA,TANGER,MOROCCO,35.727,-5.917,19
GOGG,ZIG,ZIGUINCHOR,ZIGUINCHOR,SENEGAL,12.556,-16.282,23
GOGK,KDA,KOLDA,KOLDA,SENEGAL,12.88,-14.955,1
GOGS,CSK,CAP SKIRING,CAP SKIRING,SENEGAL,12.41,-16.746,16
GOOK,KLC,KAOLACK,KAOLACK,SENEGAL,14.147,-16.051,8
GOOY,DKR,LEOPOLD SEDAR SENGHOR INTERNATIONAL,DAKAR,SENEGAL,14.739,-17.49,26
GOSS,XLS,SAINT LOUIS,ST. LOUIS,SENEGAL,16.05,-16.461,3
GOTB,BXE,BAKEL,BAKEL,SENEGAL,14.847,-12.468,30
GOTK,KGG,KEDOUGOU,KEDOUGOU,SENEGAL,12.572,-12.22,179
GOTT,TUD,TAMBACOUNDA,TAMBACOUNDA,SENEGAL,13.737,-13.653,50
GQNA,IEO,AIOUN EL ATROUSS,AIOUN EL ATROUSS,MAURITANIA,16.711,-9.638,290
GQND,TIY,TIDJIKJA,TIDJIKJA,MAURITANIA,18.57,-11.423,41
GQNF,KFA,KIFFA,KIFFA,MAURITANIA,16.59,-11.406,129
GQNI,EMN,NEMA,NEMA,MAURITANIA,16.622,-7.314,232
GQNK,KED,KAEDI,KAEDI,MAURITANIA,16.159,-13.508,23
GQNN,NKC,NOUAKCHOTT,NOUAKSCHOTT,MAURITANIA,18.098,-15.948,3
GQNS,SEY,SELIBADY,SELIBABI,MAURITANIA,15.179,-12.207,80
GQPA,ATR,ATAR,ATAR,MAURITANIA,20.507,-13.043,232
GQPP,NDB,NOUADHIBOU,NOUADHIBOU,MAURITANIA,20.928,-17.031,5
GQPT,N/A,BIR MOGHREIN,BIR MOGHREIN,MAURITANIA,25.237,-11.589,364
GUFA,FIG,FRIA,FIRA,GUINEA,10.351,-13.569,152
GUFH,FAA,FARANAH,FARANAH,GUINEA,10.036,-10.77,450
GULB,LEK,LABE,LABE,GUINEA,11.326,-12.287,1036
GUMA,MCA,MACENTA,MACENTA,GUINEA,8.481,-9.526,516
GUNZ,NZE,NZEREKORE,N'ZEREKORE,GUINEA,7.806,-8.702,506
GVAC,SID,AMILCAR CABRAL INTERNATIONAL,AMILCAR CABRAL,CAPE VERDE ISLANDS,16.741,-22.949,54
GVBA,BVC,RABIL,BOA VISTA,CAPE VERDE ISLANDS,16.137,-22.889,22
GVFM,RAI,FRANCISCO MENDES,FRANCISCO MENDEZ,CAPE VERDE ISLANDS,14.924,-23.493,71
GVMA,MMO,MAIO,MAIO,CAPE VERDE ISLANDS,15.156,-23.214,11
GVSN,SNE,PREGUICA,SAO NOCOLAU ISLAND,CAPE VERDE ISLANDS,16.588,-24.284,204
GVSV,VXE,SAO PEDRO,SAO VICENTE ISLAND,CAPE VERDE ISLANDS,16.834,-25.057,21
HAAB,ADD,BOLE INTERNATIONAL,ADDIS ABABA,ETHIOPIA,8.977,38.8,2323
HAAL,N/A,LIDETA,ADDIS ABABA,ETHIOPIA,9.004,38.726,2362
HABD,BJR,BAHIR DAR,BAHAR DAR,ETHIOPIA,11.608,37.321,1829
HADR,DIR,ABA TENNA DEJAZMATCH YILMA INTERNATIONAL,DIRE DAWA,ETHIOPIA,9.625,41.854,1143
HAGM,GMB,GAMBELLA,GAMBELLA,ETHIOPIA,8.128,34.563,485
HAGN,GDQ,GONDER,GONDAR,ETHIOPIA,12.518,37.432,197
HAHM,N/A,HARAR MEDA,DEBRE ZEIT,ETHIOPIA,8.716,39.008,1880
HAJM,JIM,ABA SEGUD,JIMMA,ETHIOPIA,7.666,36.816,1683
HALL,LLI,LALIBELLA,LALIBELLA,ETHIOPIA,11.975,38.98,1982
HAMK,MQX,MEKELE,MAKALE,ETHIOPIA,13.467,39.533,2232
HBBA,BJM,BUJUMBURA INTERNATIONAL,BUJUMBURA,BURUNDI,-3.324,29.318,787
HCMB,N/A,BAIDOA,BAIDOA,SOMALIA,3.099,43.624,464
HCMH,HGA,HARGEISA,HARGEISA,SOMALIA,9.518,44.089,1349
HCMI,BBO,BERBERA,BERBERA,SOMALIA,10.389,44.941,10
HCMK,KMU,KISIMAYU,KISMAYU,SOMALIA,-0.377,42.459,15
HCMM,MGQ,MOGADISHU,MOGADISHU,SOMALIA,2.014,45.305,10
HEAR,N/A,EL ARISH INTERNATIONAL,EL ARISH,EGYPT,31.073,33.836,37
HEAT,N/A,ASYUT INTERNATIONAL,ASYUT,EGYPT,27.046,31.012,236
HEAX,ALY,ALEXANDRIA INTERNATIONAL,ALEXANDRIA,EGYPT,31.184,29.949,-1
HEBL,ABS,ABU SIMBEL,ABU SIMBEL,EGYPT,22.376,31.612,188
HECA,CAI,CAIRO INTERNATIONAL,CAIRO,EGYPT,30.122,31.406,117
HECW,N/A,CAIRO WEST,CAIRO,EGYPT,30.116,30.915,168
HEEM,N/A,EMBABA,EMBABA,EGYPT,30.074,31.192,18
HEGN,HRG,HURGHADA INTERNATIONAL,HURGHADA,EGYPT,27.184,33.798,16
HEGR,N/A,EL GORA,EL-GORA,EGYPT,31.069,34.129,99
HELX,LXR,LUXOR INTERNATIONAL,LUXOR,EGYPT,25.671,32.706,90
HEMM,MUH,MERSA MATRUH,MERSA-MATRUH,EGYPT,31.325,27.222,29
HEPS,PSD,PORT SAID,PORT SAID,EGYPT,31.279,32.24,3
HESC,SKV,ST CATHERINE INTERNATIONAL,ST. CATHERINE,EGYPT,28.685,34.063,1332
HESN,ASW,ASWAN INTERNATIONAL,ASWAN,EGYPT,23.964,32.82,202
HETR,ELT,EL TOR,EL-TOR,EGYPT,28.209,33.645,36
HKEL,EDL,ELDORET INTERNATIONAL,ELDORET,KENYA,0.404,35.238,2116
HKGA,GAS,GARISSA,GARISSA,KENYA,-0.463,39.648,145
HKIS,N/A,ISIOLO,ISIOLO,KENYA,0.339,37.591,1066
HKKG,N/A,KAKAMEGA,KAKAMEGA,KENYA,0.271,34.787,1531
HKKI,KIS,KISUMU,KISUMU,KENYA,-0.086,34.729,1209
HKKT,KTL,KITALE,KITALE,KENYA,0.972,34.958,1851
HKLK,N/A,LOKICHOGGIO,LOKICHOGGIO,KENYA,4.204,34.348,461
HKLO,LOK,LODWAR,LODWAR,KENYA,3.122,35.609,523
HKLU,LAU,LAMU MANDA,LAMU,KENYA,-2.252,40.913,7
HKLY,LOY,LOYENGALANI,LOYANGALANI,KENYA,2.763,36.718,365
HKMA,NDE,MANDERA,MANDERA,KENYA,3.934,41.844,246
HKMB,RBT,MARSABIT,MARSABIT,KENYA,2.345,37.999,1340
HKMK,N/A,MULIKA,MERU,KENYA,0.23,38.17,680
HKML,MYD,MALINDI,MALINDI,KENYA,-3.229,40.102,25
HKMO,MBA,MOI INTERNATIONAL,MOMBASA,KENYA,-4.035,39.594,61
HKMY,OYL,MOYALE LOWER,MOYALE LOWER,KENYA,3.47,39.101,851
HKNI,NYE,NYERI,NYERI,KENYA,-0.369,36.98,1777
HKNV,N/A,NAIVASHA,NAIVASHA,KENYA,-0.788,36.433,1945
HKNW,WIL,NAIROBI WILSON,NAIROBI,KENYA,-1.322,36.815,1688
HKNY,NYK,NANYUKI,NANYUKI,KENYA,-0.061,37.039,1905
HKRE,N/A,NAIROBI EASTLEIGH,NAIROBI,KENYA,-1.277,36.862,1640
HKWJ,WJR,WAJIR,WAJIR,KENYA,1.733,40.091,235
HLFL,N/A,BU ATTIFEL,BUATTIFEL,LIBYA,28.795,22.081,50
HLGL,N/A,WAREHOUSE 59E,GIALLO,LIBYA,28.638,21.438,100
HLGT,GHT,GHAT,GHAT,LIBYA,25.146,10.143,700
HLKF,AKF,KUFRA,KUFRA,LIBYA,24.179,23.314,417
HLLB,BEN,BENINA,BENGHAZI,LIBYA,32.097,20.269,132
HLLQ,N/A,EL BEIDA,EL BEIDA,LIBYA,32.789,21.964,658
HLLS,SEB,SEBHA,SEBHA,LIBYA,26.987,14.473,435
HLLT,TIP,TRIPOLI INTERNATIONAL,TRIPOLI,LIBYA,32.663,13.159,81
HLMB,N/A,MARSA BREGA,MARSA BREGA,LIBYA,30.378,19.576,16
HLNF,N/A,RAS LANUF OIL,RAS LANOUF V 40,LIBYA,30.5,18.527,13
HLON,N/A,HON,HON,LIBYA,29.11,15.966,281
HLRA,N/A,DAHRA,DAHRA,LIBYA,29.47,17.931,321
HLTD,LTD,GHADAMES EAST,GHADAMES,LIBYA,30.152,9.715,342
HLZA,N/A,ZELLA 74,ZELLA 74,LIBYA,28.59,17.294,331
HRYG,GYI,GISENYI,GISENYI,RWANDA,-1.677,29.259,1554
HRYR,KGL,KIGALI INTERNATIONAL,KIGALI,RWANDA,-1.969,30.139,1492
HRZA,KME,KAMEMBE,KAMEMBE,RWANDA,-2.462,28.908,1592
HSDN,DOG,DONGOLA,DONGOLA,SUDAN,19.154,30.43,236
HSDZ,N/A,DAMAZIN,DAMAZIN,SUDAN,11.786,34.336,478
HSFS,ELF,EL FASHER,EL FASHER,SUDAN,13.615,25.325,733
HSKA,KSL,KASSALA,KASSALA,SUDAN,15.386,36.328,509
HSNL,UYL,NYALA,NYALA,SUDAN,12.054,24.955,656
HSOB,EBD,EL OBEID,EL OBEID,SUDAN,13.153,30.232,574
HSSJ,JUB,JUBA,JUBA,SUDAN,4.872,31.601,460
HSSM,MAK,MALAKAL,MALAKAL,SUDAN,9.559,31.652,388
HSSP,PZU,PORT SUDAN,PORT SUDAN,SUDAN,19.576,37.216,4
HSSS,KRT,KHARTOUM,KHARTOUM,SUDAN,15.589,32.553,385
HSWW,WUU,WAU,WAU,SUDAN,7.726,27.979,433
HTAR,ARK,ARUSHA,ARUSHA,TANZANIA,-3.368,36.633,1387
HTDA,DAR,DAR ES SALAAM,DAR ES SALAAM,TANZANIA,-6.878,39.203,56
